Logical Entity,Physical HANA Table,Column,Data Type,Primary Key,Nullable,Default,Relationship / Target,Business Purpose,Owner,Retention,CDS / Model Source,Database Evidence
BugService.HistoryLogs (draft),BugService_HistoryLogs_drafts,DraftAdministrativeData_DraftUUID,NVARCHAR(36),NO,NO,,DRAFT.DraftAdministrativeData.DraftUUID,CAP-generated draft artifact for field-level history-log projection.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.HistoryLogs draft composition,Production-style cds build --production artifact BugService.HistoryLogs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.NotificationDeliveries (draft),BugService_NotificationDeliveries_drafts,ID,NVARCHAR(36),YES,NO,,,CAP-generated draft artifact for safe notification-delivery projection fields.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.NotificationDeliveries draft projection,Production-style cds build --production artifact BugService.NotificationDeliveries_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.NotificationDeliveries (draft),BugService_NotificationDeliveries_drafts,createdAt,TIMESTAMP,NO,YES,,,CAP-generated draft artifact for safe notification-delivery projection fields.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.NotificationDeliveries draft projection,Production-style cds build --production artifact BugService.NotificationDeliveries_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.NotificationDeliveries (draft),BugService_NotificationDeliveries_drafts,modifiedAt,TIMESTAMP,NO,YES,,,CAP-generated draft artifact for safe notification-delivery projection fields.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.NotificationDeliveries draft projection,Production-style cds build --production artifact BugService.NotificationDeliveries_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.NotificationDeliveries (draft),BugService_NotificationDeliveries_drafts,notification_ID,NVARCHAR(36),NO,YES,,idts.cap.Notifications.ID,CAP-generated draft artifact for safe notification-delivery projection fields.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.NotificationDeliveries draft projection,Production-style cds build --production artifact BugService.NotificationDeliveries_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.NotificationDeliveries (draft),BugService_NotificationDeliveries_drafts,channel_code,NVARCHAR(40),NO,YES,,idts.cap.NotificationChannels.code,CAP-generated draft artifact for safe notification-delivery projection fields.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.NotificationDeliveries draft projection,Production-style cds build --production artifact BugService.NotificationDeliveries_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.NotificationDeliveries (draft),BugService_NotificationDeliveries_drafts,recipientEmail,NVARCHAR(255),NO,YES,,,CAP-generated draft artifact for safe notification-delivery projection fields.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.NotificationDeliveries draft projection,Production-style cds build --production artifact BugService.NotificationDeliveries_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.NotificationDeliveries (draft),BugService_NotificationDeliveries_drafts,templateKey,NVARCHAR(80),NO,YES,,,CAP-generated draft artifact for safe notification-delivery projection fields.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.NotificationDeliveries draft projection,Production-style cds build --production artifact BugService.NotificationDeliveries_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.NotificationDeliveries (draft),BugService_NotificationDeliveries_drafts,subject,NVARCHAR(255),NO,YES,,,CAP-generated draft artifact for safe notification-delivery projection fields.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.NotificationDeliveries draft projection,Production-style cds build --production artifact BugService.NotificationDeliveries_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.NotificationDeliveries (draft),BugService_NotificationDeliveries_drafts,status_code,NVARCHAR(40),NO,YES,,idts.cap.NotificationDeliveryStatuses.code,CAP-generated draft artifact for safe notification-delivery projection fields.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.NotificationDeliveries draft projection,Production-style cds build --production artifact BugService.NotificationDeliveries_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.NotificationDeliveries (draft),BugService_NotificationDeliveries_drafts,attemptCount,INTEGER,NO,YES,0,,CAP-generated draft artifact for safe notification-delivery projection fields.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.NotificationDeliveries draft projection,Production-style cds build --production artifact BugService.NotificationDeliveries_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.NotificationDeliveries (draft),BugService_NotificationDeliveries_drafts,nextAttemptAt,TIMESTAMP,NO,YES,,,CAP-generated draft artifact for safe notification-delivery projection fields.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.NotificationDeliveries draft projection,Production-style cds build --production artifact BugService.NotificationDeliveries_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.NotificationDeliveries (draft),BugService_NotificationDeliveries_drafts,lastAttemptAt,TIMESTAMP,NO,YES,,,CAP-generated draft artifact for safe notification-delivery projection fields.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.NotificationDeliveries draft projection,Production-style cds build --production artifact BugService.NotificationDeliveries_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.NotificationDeliveries (draft),BugService_NotificationDeliveries_drafts,sentAt,TIMESTAMP,NO,YES,,,CAP-generated draft artifact for safe notification-delivery projection fields.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.NotificationDeliveries draft projection,Production-style cds build --production artifact BugService.NotificationDeliveries_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.NotificationDeliveries (draft),BugService_NotificationDeliveries_drafts,lastErrorCode,NVARCHAR(80),NO,YES,,,CAP-generated draft artifact for safe notification-delivery projection fields.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.NotificationDeliveries draft projection,Production-style cds build --production artifact BugService.NotificationDeliveries_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.NotificationDeliveries (draft),BugService_NotificationDeliveries_drafts,lastErrorSummary,NVARCHAR(500),NO,YES,,,CAP-generated draft artifact for safe notification-delivery projection fields.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.NotificationDeliveries draft projection,Production-style cds build --production artifact BugService.NotificationDeliveries_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.NotificationDeliveries (draft),BugService_NotificationDeliveries_drafts,providerMessageId,NVARCHAR(255),NO,YES,,,CAP-generated draft artifact for safe notification-delivery projection fields.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.NotificationDeliveries draft projection,Production-style cds build --production artifact BugService.NotificationDeliveries_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.NotificationDeliveries (draft),BugService_NotificationDeliveries_drafts,IsActiveEntity,BOOLEAN,NO,YES,,,CAP-generated draft artifact for safe notification-delivery projection fields.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.NotificationDeliveries draft projection,Production-style cds build --production artifact BugService.NotificationDeliveries_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.NotificationDeliveries (draft),BugService_NotificationDeliveries_drafts,HasActiveEntity,BOOLEAN,NO,YES,,,CAP-generated draft artifact for safe notification-delivery projection fields.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.NotificationDeliveries draft projection,Production-style cds build --production artifact BugService.NotificationDeliveries_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.NotificationDeliveries (draft),BugService_NotificationDeliveries_drafts,HasDraftEntity,BOOLEAN,NO,YES,,,CAP-generated draft artifact for safe notification-delivery projection fields.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.NotificationDeliveries draft projection,Production-style cds build --production artifact BugService.NotificationDeliveries_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.NotificationDeliveries (draft),BugService_NotificationDeliveries_drafts,DraftAdministrativeData_DraftUUID,NVARCHAR(36),NO,NO,,DRAFT.DraftAdministrativeData.DraftUUID,CAP-generated draft artifact for safe notification-delivery projection fields.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.NotificationDeliveries draft projection,Production-style cds build --production artifact BugService.NotificationDeliveries_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
